id,value
351,"1101,49"
352,800.73
353,957.27
354,1011.66
355,NA
356,"1,033.39"
357,1041.14
358,996.7
359,753.41
360,1257.15
361,979.47
362,N/A
363,1027.38
364,1102.47
365,"1,081.77"
366,"979,02"
367,"$1,037.82"
368,905.46
369,1085.69
370,953.90
371,1.24168e+03
372,834.9
373,N/A
374,+1082.54
375,1O51.01
376,941.05
377,900.32
378,1014.45 USD
379,N/A
380,820.97
381,1003.46
382,"1,019.02"
383,+1017.47
384,894.50
385,1047.61 USD
386,1137.86
387,1045.62
388,886.44
389,N/A
390,"1034,61"
391,935.3
392,n/a
393,1O88.43
394,"917,05"
395,942.64
396,"1150,39"
397,N/A
398,N/A
399,873.93
400,964.55
401,992.64
402,N/A
403,936.53
404,997.12
405,1 067.07
406,834.95
407,965.02
408,1075.64
409,946.12
410,N/A
411, 1049.22 
412,1026.78
413,1065.33
414,987.73
415,958.63
416,"735,69"
417,990.71
418,1043.03
419,n/a
420,"944,47"
421,+1177.95
422,n/a
423, 1012.63  
424,  1127.23  
425,928.15
426,954.97
427,1239.75
428,1001.11
429,1163.36
430,856.15
431,   980.95  
432,"1,037.84"
433,1030
434,N/A
435,N/A
436,N/A
437,1071.27
438,1108.48
439,7.77500e+02
440,1123.57
441,+875.9
442,  1045.48  
443,1065.99 USD
444,980.01
445,$935.49
446,1016.53
447,"1,043.88"
448,N/A
449,794.77
450,836.36
451,1 143.04
452,"1,104.66"
453,1043.53
454,"1,071.52"
455,1091.72
456,733.91
457,"1,111.03"
458,N/A
459,1 023.06
460,970.48
461,1087.2
462,965.15
463,1 051.85
464,N/A
465,n/a
466,1121
467,1074.09
468,1172.43
469,1006.52
470,1 112.50
471,"$1,197.54"
472, 971.85 
473,867.70
474,"976,06"
475,978.6
476,1015.17
477,N/A
478,967.39
479,+1037.3
480,977.23
481,1002.05
482,n/a
483,1132.82
484,1012.13
485,1071.28
486,+1077.89
487,1.09148e+03
488,942.56
489,1162.69
490,961.9
491,989.42
492,"1,140.41"
493,1129.41
494,891
495,912.69
496,864.19
497,1018.18 dollars
498,1016.48
499,"$1,036.41"
500,"$1,055.22"
501,939.81
502,900.63
503,1 102.68
504,"1,075.11"
505,849.08
506,990.49
507,9.10410e+02
508,+792.92
509,1015.01
510,992.08
511,990.26
512,1021.62
513,1088.25
514,1020.56
515,n/a
516,926.52
517,986.82
518,1031
519,N/A
520,981.57
521,1 096.73
522,989.17
523,+930.16
524,972.41
525,+1111.46
526,1055
527,1123.67
528,1013.91
529,1041.03
530,944.15
531,1.06054e+03
532,949.37
533,857.94
534,NA
535,n/a
536,1080.09
537,1116.53
538,1035.89
539,939.14
540,979.78
541,NA
542,953.13
543,"1,070.42"
544,NA
545,1086.64
546,1086.42 USD
547,$880.14
548,1O63.95
549,1243.02
550,9.44280e+02
551,1084.49
552,921.78
553,1111.07
554,1024.98
555,1165.19
556,854.1
557,n/a
558,947.31
559,980.27
560,937.O4
561,916.62
562,1057.87
563,N/A
564,"1148,4"
565,881.38
566,  1010.11  
567,N/A
568,1058.67
569,969.83
570,"1007,95"
571,"1,096.13"
572,854.35
573,921.83
574,1 032.04
575,955.52
576,1137
577,1067.33
578,1007.22 USD
579,"849,22"
580,1002.61
581,9.68360e+02
582,N/A
583,n/a
584,1049.87
585,8.96100e+02
586,"977,38"
587,1 038.14
588,921.65
589,1058.3
590,8.68350e+02
591,$719.02
592,1046.5
593,1084.05
594,971.42
595,1 050.41
596,884.41
597,987.29
598,805.85
599,1118.12
600,"1185,99"
601,1.10740e+03
602,997.27
603,996.67
604,848.39
605,   1079.04 
606,978.93
607,9.34330e+02
608,858.8
609,970.02
610,915.09
611,"960,3"
612,"878,24"
613,N/A
614,N/A
615,"$1,107.49"
616,739.83
617,954.68
618,932.45
619,+877.71
620,1154.66
621,858.47 dollars
622,1031.84
623,"1,084.64"
624,  1017.82  
625,9.12470e+02
626,1094.12
627,1017.06
628,8.93650e+02
629,+861.2
630,12O8.67
631,+932.15
632,814.44
633,1053.33
634,1031.02
635,"864,62"
636,805.70
637,988.37
638,1.11394e+03
639,1063.61
640,950.71
641,916.58
642,1027.11
643,1015.74
644,"1,062.97"
645,960.42 USD
646,1O89.94
647,916.92
648,9.66950e+02
649,1074.08
650,1099
651,"806,15"
652,1010.72
653,1060.88
654,854.92 dollars
655,1048.06
656,917.18
657,1102.03
658,n/a
659, 1076.91  
660,n/a
661,"1,086.36"
662,"1,138.05"
663,1196.62
664,997.16
665,N/A
666,n/a
667,"1,020.56"
668,984.47
669,1.05683e+03
670,   1101.07 
671,948.2 dollars
672,970.59
673,1039.78
674,  944.98 
675,   1009.13  
676,803.83
677,NA
678,867.22
679,914.64
680,9.30670e+02
681,"$1,038.23"
682,1.09821e+03
683,927.26 dollars
684,$900.32
685,NA
686,$958.54
687,976.10
688,1 048.36
689,967.87
690,792.15
691,$990.86
692,1.11872e+03
693,1119.16
694,921.1
695,$845.22
696,+1245.81
697,983.76
698,  990.25
699,1042.06
700,838.60
701,927.18
702,+845.96
703,+930.69
704,N/A
705,863.53
706,1O59
707,1028.93
708,N/A
709,"1022,63"
710,1074.81
711,1106.11
712,978.72 dollars
713,990.64
714,NA
715,1 144.15
716,1112.51
717,1083.44
718,$971.27
719,1.03732e+03
720,"1040,33"
721,895.83
722,827.17
723,"$1,064.18"
724,$847.07
725,1000.17 dollars
726,1025.02
727,"$1,056.39"
728,   1018.94 
729,926.71
730,  1098.64
731,1173.86
732,"$1,088.12"
733,805.63
734,"1139,96"
735,994.39
736,1052.49
737,1062.2
738,  990.33  
739,$992.47
740,+1101.92
741,1071.16 USD
742,1099.03
743,1238.29
744,1066.44
745,1020.74
746,778.94
747, 1269.17
748,951.73
749,1237.47
750,1037.46
751,1153.84
752,989.03
753,1051.15 dollars
754,1021.4
755,"981,39"
756,987.96
757,"1,101.28"
758,979.85
759,n/a
760,980.41
761,"1053,98"
762,1061.65
763,1061.66
764,83O.79
765,"1,036.87"
766,1096.79
767,1 127.66
768,977.5
769,967.81
770,n/a
771,833.21
772,956.32
773,"1045,75"
774,838.22
775,1027.96
776,"$1,187.79"
777,N/A
778,972.15
779,+1047.49
780,972.09
781,n/a
782,1090.44
783,+1000.27
784,882.33
785,+868.18
786,940.7
787,1079.74
788,804.18
789,811.37
790,+934.62
791,1.03944e+03
792,9.08640e+02
793,"1,088.67"
794,1033.34
795,982.94
796,1081.88
797,1038.84 dollars
798,955.41
799,"1023,11"
800,1064.75
801,1035.63
802,934.2
803,1085.52
804,1115.29
805,1027.63
806,1014.41
807,N/A
808,1216.14
809,1027.63 dollars
810,984.17
811,$749.21
812,   843.47
813,$992.23
814,1020.63 USD
815, 1027.69  
816,N/A
817,980.58
818,1121.46
819,907.85
820,879.16
821,877.1
822,1074.23
823,991.71
824,1078.98
825,973.23
826,"940,81"
827,+963.16
828,814.74 USD
829,883.04 USD
830,855.8
831,"$1,105.43"
832,940.27
833,+1078.95
834,"1,151.65"
835,$980.82
836,1028.39
837,8.24890e+02
838,  918.13  
839,1 005.62
840,n/a
841,924.06
842,1268.49
843,954.16
844,1006.42
845,+1064.98
846,997.4
847,935.64
848,"1104,53"
849,1161.55
850,997.03
851,1 056.23
852,990.26
853,1101.65
854,+884.38
855,1232.09
856,$939.65
857,8.54120e+02
858,964.91
859,+1014.67
860,1162.36
861,n/a
862,1014.25
863,861.05
864,9.13400e+02
865,983.67
866,1255.3
867,813.98
868,"1,113.11"
869,"947,28"
870,N/A
871,$886.08
872,"1014,36"
873,890.04
874,"1090,35"
875,1148.38
876,1195.07
877,"1,079.76"
878,NA
879,"$1,124.64"
880,986.81
881,1047.7
882,902.8
883,981.48
884,1.12210e+03
885,1054.13
886,NA
887,896.19
888,939.55
889,"923,54"
890,1039.53
891,900.95
892,1 056.20
893,888.36
894,1182.85
895,1046.06
896,929.9
897,1024.1
898,964.75
899,  1037.11
900,1024.35
901,898.59
902,920.87
903,1029.96
904,1163.91
905,1108.46
906,937.54
907,1.08259e+03
908,995.14
909,1030.13 USD
910,1026.04
911,1257.54
912,881.47
913,1010.09
914,8.22000e+02
915,1O58.98
916,1109.66
917,1144.57
918,807.49
919,1041.28
920,"1159,34"
921,9.58600e+02
922,978.78
923,996.35
924,1036.5
925,"$1,066.52"
926,1131.78
927,990.45
928,1O19.63
929,1248.8
930,N/A
931,1.01888e+03
932,865.78
933,"1000,29"
934,977.87
935,998.9 dollars
936,942.46
937,931.32
938,927.92
939,978.55
940,1136.81
941,1104.91
942,964
943,831.41 USD
944,915.54
945,+954.22
946,1 010.36
947,+933.74
948,"1200,67"
949,972.77
950,878.61
951,9.85870e+02
952,899.46
953,+1015.62
954,+1023.36
955,n/a
956,$837.81
957,1022.07
958,1031.05
959,857.89
960,"1095,54"
961,  1078.42 
962,1.22996e+03
963,"1,015.67"
964,1004.67
965,1009.66
966,+1006.98
967,n/a
968,832.89
969,992.25
970,941.89
971,"1005,47"
972,788.88
973,850.13
974,889.85
975,1098.61 USD
976,890.15
977,920.05
978,1007.99
979,967.73
980,1014.64
981,1230.51
982,887.54
983,969.45
984,+948.32
985,N/A
986,NA
987,991.79
988,1078.71
989,894.14
990,"1,165.52"
991,1067.58 dollars
992,892.58
993,1 045.46
994,978.67
995,1031.32 dollars
996,991
997,1107.05
998,864.89
999,+947.74
1000,975.08
1001,NA
1002,896.00
1003,"998,2"
1004,986.78
1005,   745.07 
1006,1104.06
1007,1024.97
1008,NA
1009,1068.52
1010,955.30
1011,"1279,74"
1012,1283.22
1013,$878.13
1014,1046.9
1015,   978.88
1016,n/a
1017,1022.75
1018,$873.81
1019,n/a
1020,1174.92
1021,983.59
1022,N/A
1023,n/a
1024,1089.84
1025,n/a
1026, 1022.86  
1027,1165.35 USD
1028,1141.53
1029,1042 dollars
1030,1.07212e+03
1031,$880.31
1032,1030.01
1033,904.56
1034,954.20
1035,1.09356e+03
1036,886.31
1037,1026.69
1038,1042.83
1039,1005.49
1040,1182.22
1041,n/a
1042,1060.61
1043,N/A
1044,n/a
1045,1.04641e+03
1046,897.96
1047,868.65 USD
1048,950.55
1049,1175.18
1050,1005.58
1051,NA
1052,981.O2
1053,n/a
1054,n/a
1055,"1,115.79"
1056,1058.47
1057,919.35
1058,1005.46
1059,1 071.63
1060,1055.77
1061,1148.19
1062,938.7
1063,n/a
1064,1103.65
1065,"983,75"
1066,902.41
1067,891.09 USD
1068,1045.78
1069,NA
1070,1177.91
1071,1053.51
1072,n/a
1073,NA
1074,941.76
1075,"1,034.29"
1076,954.91
1077,1051.42
1078,966.57
1079,989.44
1080,926.95 USD
1081,1190.5
1082,1033.26
1083,"1,023.06"
1084,830.81
1085,1 065.98
1086,897.64
1087,$910.85
1088,"$1,091.83"
1089,"954,73"
1090,825.16
1091,1176.99
1092,762.26 USD
1093,   1057.28  
1094,1101.72
1095,936.90
1096,1044.43
1097,1043.91
1098,1104.06
1099,1.04841e+03
1100,975.51
1101,1 091.60
1102,"1080,06"
1103,906.34
1104,+859.92
1105,+1016.03
1106,972.60
1107,+901.45
1108,1008.39
1109,868
1110,1016.12
1111,$937.51
1112,1095.72
1113,1242.45
1114,9O8.4
1115,1 105.77
1116,1082.51
1117,992.98 dollars
1118,$954.64
1119,1157.53
1120,799.45
1121,935.68 dollars
1122,856.32
1123,n/a
1124,980.93
1125,947.53
1126,1318.4
1127,995
1128,n/a
1129,NA
1130,843.16
1131,"$1,049.03"
1132,9.90380e+02
1133,NA
1134,901.76
1135,897.7
1136,"930,66"
1137,923.2
1138,1129.9
1139,1157.91
1140,984.31 USD
1141,964.11
1142,967.1
1143,"1,006.92"
1144,1009.69
1145,1029
1146,9.25330e+02
1147,915.31
1148,"1,119.71"
1149,NA
1150,1 030.30
1151,994.3
1152,904.22
1153,1059.11
1154,1O17.31
1155,1139.98 dollars
1156,"1011,75"
1157,966.85
1158,1027.83
1159,8.81440e+02
1160,916.41
1161,1051.03
1162,966.69 USD
1163,"993,4"
1164,988.48
1165,934.95
1166,798.13
1167,1034.88
1168,1076.16
1169,871.13
1170,1148.24
1171,n/a
1172,n/a
1173,"904,28"
1174,1.01668e+03
1175,990.00
1176,1076.85
1177,NA
1178,+998.99
1179,$822.13
1180,922.24
1181,"1,012.50"
1182,929.37
1183,995.64 dollars
1184,953.21
1185,1060.69
1186,1 116.85
1187,917.75
1188,9.69300e+02
1189,1143.98
1190,780.11
1191,$968.02
1192,1206.47
1193,1219.36
1194,1015.66
1195,913.64
1196,"$1,016.55"
1197,934.72
1198,N/A
1199,919.35
1200,+1037.29
1201,1061.99 dollars
1202,924.25
1203,N/A
1204,925.21
1205,1 063.02
1206,1109.67
1207,901.16
1208,1110.8
1209,951.05
1210,1 029.44
1211,  1020.18
1212,+957.28
1213,   1026.81
1214,876.96
1215,+986.39
1216,"1082,58"
1217,$782.59
1218,851.21 dollars
1219,883.81 USD
1220,841.09 USD
1221,+1041.96
1222,n/a
1223,783.55
1224,"936,24"
1225,960.94 dollars
1226,1 085.68
1227,889.62
1228,1116.13
1229,NA
1230,1036.24
1231,NA
1232,1195.37
1233,  983.57 
1234,8.17510e+02
1235,"979,61"
1236,806.56
1237,9.68950e+02
1238,957.78
1239,1068.18
1240,1100.95
1241,+927.39
1242,1.08061e+03
1243,1142.43
1244,n/a
1245,n/a
1246,"$1,065.08"
1247,1018.3
1248,1054.88
1249,1140.47
1250,1 038.71
1251,1105.17
1252,1062.29
1253,1 043.36
1254,1.03861e+03
1255,1 129.13
1256,899.77
1257,889.48
1258,1059.19
1259,n/a
1260,+1007.4
1261,1074.13
1262,"1075,33"
1263,973.73
1264,"968,75"
1265,"1,007.36"
1266,1106.3
1267,1042.6
1268,1143.3
1269,999.24
1270,"1,112.57"
1271,1 088.30
1272,1061.21
1273,NA
1274,972.01
1275,989.1
1276,1022.94
1277,1 004.89
1278,1094.32
1279,989.07
1280,"992,96"
1281,951.57
1282,986.17
1283,993.12
1284,"768,63"
1285,+863.52
1286,992.75
1287,973.47
1288,879.91
1289,$800.85
1290,964.56
1291,1065.35
1292,1177.32
1293,996.15
1294,1149.32
1295,+1008.3
1296,NA
1297,"1032,48"
1298,912.94 dollars
1299,994.83
1300,1090.84
1301,925.03
1302,967.84
1303,8.85220e+02
1304,1035.44
1305,1 042.48
1306,+1064.83
1307,878.02
1308,"1010,72"
1309, 905.59  
1310,999.96
1311,1134.26
1312,949.65
1313,1071.67 dollars
1314,925.03
1315,$952.15
1316,1043.87
1317,932.09
1318,829.70
1319,1126.52
1320,N/A
1321,941.64
1322,800.59
1323,+1190.22
1324,"1,339.04"
1325,1020.75 dollars
1326,"1084,98"
1327,"1,122.46"
1328,929.82
1329,964.88
1330,827.29
1331,   926.34 
1332,NA
1333,9.70930e+02
1334,978.58
1335,n/a
1336,813.63
1337,"1,083.76"
1338,855.65
1339,979.14
1340,956.14 dollars
1341,978.14 dollars
1342,1146
1343,941.79
1344,NA
1345,848.03
1346,919.43
1347,+883.38
1348,"$1,040.79"
1349,913.7 dollars
1350,1030.4
1351,985.36
1352,856.64
1353,+920.94
1354,1 088.51
1355,+1090.31
1356,1200.56
1357,999.64
1358,n/a
1359,   923.16
1360,1040.85
1361,"1190,01"
1362,"$1,011.00"
1363,1114.04
1364,1076.81
1365,883.19 dollars
1366,982.89
1367,"1,130.53"
1368,"$1,087.61"
1369,1.04638e+03
1370,"$1,047.71"
1371,+950.86
1372,868.O6
1373,1129.54
1374,857.98
1375,906.11
1376,N/A
1377,873.78
1378,"944,81"
1379,8.81720e+02
1380,1 062.07
1381,1044.63
1382,1042.19
1383,"1,044.25"
1384,NA
1385,1063.94
1386,803.13
1387,985.12
1388,"1,011.25"
1389,1072.47
1390,881.25
1391,950.04
1392,$892.64
1393,N/A
1394,"$1,127.91"
1395,1078.77
1396,877.76
1397,1045.2
1398,"1115,04"
1399,1016.79
1400,N/A
1401,   891.39  
1402,933.47
1403,n/a
1404,956.83
1405,1022.76
1406,"1129,49"
1407,1 057.83
1408,1 136.47
1409,829.84
1410,9.71930e+02
1411,"1,006.51"
1412,1057.86
1413,883.O8
1414,1080.62
1415,"1030,74"
1416,1026.38
1417,   1050.85
1418,9.88360e+02
1419,"1092,55"
1420,1064.82
1421,984.98
1422,1104.04
1423,1029.26
1424,1066.88
1425,9.40580e+02
1426,1 158.04
1427,NA
1428,1084.78
1429,989.99 USD
1430,972.04
1431,1078.44
1432,8.41540e+02
1433,"1047,84"
1434,1039.36
1435,"730,47"
1436,   1036.84  
1437,783.16
1438,1065.98
1439,+954.61
1440,930.51
1441,999.32
1442,1137.31
1443,936.47
1444,+1055.81
1445,1034.12
1446,882.05
1447,825.90
1448,$800.74
1449,1055.13 dollars
1450,$996.53
1451,1185.O6
1452,"$1,057.37"
1453,1084.97
1454,"1133,44"
1455,949.93
1456,1051.01
1457,NA
1458,"$1,136.94"
1459,1.07627e+03
1460,1042.11
1461,913.18
1462,1072.96
1463,"1,050.03"
1464,1063.43
1465,+1042.36
1466,$979.82
1467,+992.31
1468,"1,068.74"
1469,1O17.16
1470,916.99
1471,$970.98
1472,"868,09"
1473,$903.30
1474,985.54
1475,"820,19"
1476,"831,15"
1477,1 110.26
1478,NA
1479,"814,83"
1480,988.71
1481,1132.11 dollars
1482,1066.23
1483,1044.14
1484,"1118,37"
1485,922.85
1486,NA
1487,941.29
1488,1.00008e+03
1489,1221.45
1490,1096.94
1491,1076.8
1492,889.17 dollars
1493,921.38
1494,1228.41
1495,8.90670e+02
1496,NA
1497,1089.26
1498,"1101,88"
1499,11O8.91
1500,983.69
1501,9.17900e+02
1502, 969.27 
1503,n/a
1504,1 062.71
1505,1.11204e+03
1506,"1212,72"
1507,1036.61
1508,912.52
1509,"1,102.45"
1510,1090.48
1511,976.18
1512,844.21
1513,1.07613e+03
1514,"$1,112.91"
1515,970.49
1516,1053.62
1517,$972.41
1518,1068.23
1519,   988.27  
1520,+965.53
1521,1011.16
1522,971.66
1523,940.9
1524,968.41
1525,999.18
1526,1020.75
1527,1153.24
1528,864.2
1529,980.04
1530,1.06315e+03
1531,1.17620e+03
1532,1042.6
1533,"998,62"
1534,969.24
1535,NA
1536,"1098,91"
1537,981.61
1538,NA
1539,1.02169e+03
1540,1072.93 dollars
1541,1111.14
1542,"1,027.92"
1543,+992.38
1544,1139.47
1545,1 016.45
1546,1157.79
1547,993.81
1548,1.06139e+03
1549,"845,39"
1550,988.76
1551,997.82
1552,924.17
1553,896.41
1554,"$1,094.82"
1555,N/A
1556,+870.13
1557,"1042,44"
1558,NA
1559,894.89
1560,"1,052.54"
1561,931.4
1562,  1099.35  
1563,"$1,003.85"
1564,1053.61 dollars
1565,"947,64"
1566,884.88
1567,1091.48
1568,1 023.81
1569,976.09
1570,1006.92
1571,1132.59 dollars
1572,   930.18
1573,NA
1574,938.04
1575,841.5
1576,1081.96
1577,"$1,019.24"
1578,1 020.72
1579,995.67
1580,N/A
1581,   917.66
1582,1085.19
1583,857.38
1584,1044.03
1585,  920.74  
1586,1028.23
1587,NA
1588,947.67
1589,1176.94
1590,  1066.83  
1591,785.51
1592,"1012,64"
1593,954.82
1594,886.34
1595,1020.98
1596,+1013
1597,967.15
1598,N/A
1599,+775.13
1600,1083.82
1601,971.10
1602,N/A
1603,NA
1604,940.61
1605,828.96
1606,979.06
1607,1 247.87
1608,"1098,97"
1609,1167.56
1610,   1091.5 
1611,1114.43
1612,+1090.29
1613,1047.54
1614,+941.75
1615,946.71
1616,839.92
1617,999.42
1618,1089.94
1619,"$1,103.19"
1620,"$1,009.51"
1621,945.24
1622,"$1,329.05"
1623,1073.67
1624,"$1,142.06"
1625,966.23
1626,996.2
1627,1044.86
1628,1 167.65
1629,+968.85
1630,1085.36
1631,+790.52
1632,9.49270e+02
1633,"870,8"
1634,n/a
1635,983.55
1636,960.96
1637,+1136.91
1638,1.11163e+03
1639,910.20
1640,1042.79
1641,877.16
1642,952.44
1643,1 161.66
1644,1145.01
1645,1110.9
1646,"942,91"
1647,811.86
1648,882.43 dollars
1649,"1,095.26"
1650,NA
1651,7.83740e+02
1652,981.98
1653,1141.02
1654,+1064.35
1655,917.87
1656,   845.41 
1657,917.35
1658,n/a
1659,1.08881e+03
1660,806.01
1661,NA
1662,NA
1663,1056.98 USD
1664,8.34670e+02
1665,933.33
1666,955.18
1667,1104.39
1668,"$1,102.82"
1669,1043.51
1670,"$1,160.42"
1671,948.46 USD
1672,NA
1673,$996.41
1674,N/A
1675,1092.34
1676,1138.11
1677,1 087.83
1678,$949.06
1679,953.02
1680,1 137.77
1681,1 035.28
1682,1082.96 dollars
1683,966.13
1684,1.12610e+03
1685,919.12
1686,1062.54
1687,918.28 dollars
1688,753.74
1689,"865,7"
1690,1013.63
1691,1088.29
1692,824.87
1693,874.86
1694,+1176.45
1695,956.61
1696,1050.57
1697,947.31
1698,970.14
1699,   1008.72
1700,"1,001.10"
1701,N/A
1702,953.02
1703,695.21
1704,1186.87
1705,1179.04
1706,n/a
1707,983.19
1708,1137.53
1709,"$1,099.83"
1710,1127.66
1711,8.92830e+02
1712,1257.73 dollars
1713,886.65
1714,"1,075.39"
1715,"$1,014.13"
1716,959.63
1717,962.06
1718,+900.86
1719,"$1,162.27"
1720,"1,008.95"
1721,1025.92
1722, 1020.96  
1723,$962.48
1724,886.6 dollars
1725,"1025,37"
1726,790.64
1727,858.14
1728,892.36
1729,892.13
1730,1O10.72
1731,"1159,85"
1732,"848,47"
1733,"1,043.37"
1734,1089.95
1735,901.05
1736,9.94720e+02
1737,"1,082.36"
1738,974.45
1739,$977.93
1740,1030.77
1741,994
1742,944.43
1743,986.14
1744,"$1,188.28"
1745,"1087,37"
1746,"908,54"
1747,875.51
1748,964
1749,N/A
1750,1O29.27
1751,929.85
1752,1 088.22
1753,986.66
1754,887.93
1755,"1,046.12"
1756,1152.41
1757,"1,043.45"
1758,1019.2 USD
1759,   934.38
1760,"$1,056.84"
1761,892.94 USD
1762,$834.69
1763,$995.66
1764,996.54
1765,"$1,236.51"
1766,$878.37
1767,+1017.09
1768,"$1,080.51"
1769,n/a
1770,998.93
1771,N/A
1772,993.42
1773,n/a
1774,1048.27
1775,795.55
1776,1142.35 dollars
1777,1O54.05
1778,996.64
1779,998.21
1780,985.02
1781,1025.66
1782,949.61
1783,1027.7
1784,NA
1785,1O20.01
1786,1110.68
1787,1050.92
1788,N/A
1789,$890.91
1790,1005.48
1791,1061.73
1792,893.20
1793,1 156.58
1794,896.52
1795,1016.45
1796,N/A
1797,1012.17
1798,978.96
1799,"1,044.99"
1800,NA
1801,8.71060e+02
1802,934.54
1803,994.27
1804,1125.67
1805,1 158.75
1806,1 031.95
1807,1038.16
1808,975.64
1809,1004.81
1810,859.55
1811,1028.99
1812,946.44
1813,"$1,033.47"
1814,965.4
1815,933.84
1816,978.09
1817,963.31
